marital_status,is_displaced,gender,age,is_international,mothers_qualif,fathers_qualif,is_spec_needs,is_debtor,is_tuition_uptodate,is_scholarship,unempl_rate,infl_rate,gdp,application_order,course,is_daytime,prev_qualif,prev_qualif_grade,admission_grade,courses_credited,courses_enrolled,courses_evaluated,courses_approved,courses_avg_grade,courses_unevaluated,Target
single,1,0,20,0,2,2,0,0,1,0,12.4,0.5,1.79,1,Agronomy,1,4,160,160,0,6,7,6,13.571428571428571,0,Graduate
married,0,0,39,0,-1,-1,0,0,1,0,11.1,0.6,2.02,2,Oral Hygiene,1,3,133.1,100.5,0,3,7,1,14,0,Dropout
married,0,0,53,0,1,1,0,0,0,0,15.5,2.8,-4.06,1,Journalism and Communication,1,3,133.1,110,0,5,5,0,0,0,Dropout
married,1,0,54,0,1,1,0,0,1,0,15.5,2.8,-4.06,1,Management,1,4,100,100,13,15,20,13,12.461538461538462,1,Dropout
single,1,0,19,0,5,5,0,0,1,0,13.9,-0.3,0.79,1,Veterinary Nursing,1,4,140,140,0,6,8,4,14.4,0,Graduate
single,1,0,20,0,4,4,0,0,0,0,8.9,1.4,3.51,2,Journalism and Communication,1,4,109,109,0,6,6,0,0,0,Dropout
single,1,0,18,0,4,1,0,1,1,0,8.9,1.4,3.51,3,Journalism and Communication,1,4,130,120.9,0,6,6,6,14.333333333333334,0,Graduate
single,0,0,21,0,4,4,0,1,1,0,8.9,1.4,3.51,1,Agronomy,1,4,130,125.8,7,13,21,11,11.909090909090908,0,Graduate
single,1,0,18,0,4,4,0,0,1,0,13.9,-0.3,0.79,3,Communication Design,1,4,164,161.2,1,6,8,6,13.714285714285714,1,Graduate
single,1,0,19,0,3,3,0,1,1,0,11.1,0.6,2.02,1,Nursing,1,4,125,122,0,7,0,0,0,0,Dropout
single,1,0,18,0,4,4,0,0,1,1,11.1,0.6,2.02,1,Nursing,1,4,137,127.9,0,7,10,5,13.46,0,Dropout
single,1,0,19,0,4,5,0,0,1,0,11.1,0.6,2.02,1,Journalism and Communication,1,4,133,135.8,0,6,6,6,15,0,Graduate
single,1,0,18,0,4,4,0,0,1,1,13.9,-0.3,0.79,1,Animation and Multimedia Design,1,4,163,149.7,0,0,0,0,0,0,Dropout
single,1,0,19,0,5,4,0,0,1,0,12.7,3.7,-1.7,2,Advertising and Marketing Management,1,4,160,137.3,0,6,7,5,13.4,0,Graduate
divorced,0,0,34,0,1,1,0,1,1,0,13.9,-0.3,0.79,1,Social Service,1,4,120,110,0,6,13,4,11.25,0,Graduate
single,0,0,18,0,5,5,0,0,1,0,7.6,2.6,0.32,1,Veterinary Nursing,1,4,140,146.4,0,5,5,5,12.6,0,Graduate
married,0,0,50,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Social Service (evening attendance),0,4,140,121,0,6,8,6,12.666666666666666,0,Graduate
single,0,0,41,0,1,1,0,1,1,0,12.4,0.5,1.79,1,Basic Education,1,4,140,125.2,20,21,23,21,12.333333333333334,0,Graduate
single,1,0,22,0,4,4,0,0,1,1,7.6,2.6,0.32,2,Journalism and Communication,1,4,115,119.6,0,6,11,5,12,0,Dropout
divorced,0,0,43,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Management,1,4,140,142.8,0,5,5,5,16.4,0,Graduate
married,0,0,50,0,5,3,0,0,1,0,10.8,1.4,1.74,1,Social Service (evening attendance),0,3,133.1,123.5,0,1,1,0,0,1,Dropout
single,0,0,60,0,1,1,0,0,1,0,13.9,-0.3,0.79,1,Agronomy,1,3,133.1,100,0,6,10,6,12.75,0,Graduate
married,0,0,47,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Management (evening attendance),0,3,133.1,150.3,0,5,5,5,14.8,0,Graduate
single,0,0,22,0,5,5,0,0,1,0,11.1,0.6,2.02,1,Animation and Multimedia Design,1,5,116,128.2,12,17,22,17,10.36842105263158,0,Graduate
married,0,0,41,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Nursing,1,4,110,114.3,0,7,0,0,0,0,Dropout
facto_union,0,0,32,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Tourism,1,5,120,120,9,15,21,13,12.692307692307692,0,Graduate
married,1,0,50,0,1,-1,0,0,1,0,7.6,2.6,0.32,1,Management (evening attendance),0,3,133.1,110.7,0,5,0,0,0,0,Dropout
single,0,0,54,1,5,5,0,1,0,0,12.4,0.5,1.79,1,Oral Hygiene,1,4,133.1,169.2,0,7,7,0,0,0,Dropout
married,0,0,34,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Basic Education,1,4,133.1,100,6,12,18,11,13,0,Dropout
divorced,0,0,45,0,2,1,0,0,1,0,16.2,0.3,-0.92,1,Social Service (evening attendance),0,4,133.1,144.5,0,6,13,4,12.5,0,Dropout
divorced,0,0,47,0,1,1,0,0,1,1,12.4,0.5,1.79,1,Social Service (evening attendance),0,3,133.1,134.5,0,6,8,5,12.2,0,Graduate
married,0,0,33,0,1,1,0,0,1,0,12.4,0.5,1.79,1,Management (evening attendance),0,4,133.1,113.4,0,5,14,1,10,0,Dropout
married,0,0,43,0,1,1,0,0,1,1,8.9,1.4,3.51,1,Social Service (evening attendance),0,4,140,128,0,6,7,6,12.333333333333334,0,Graduate
single,0,0,54,0,1,1,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,5,120,120,9,13,13,13,14.307692307692308,0,Graduate
single,0,0,39,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Social Service (evening attendance),0,5,130,147.5,7,11,13,11,14.454545454545457,0,Graduate
married,0,0,39,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Management (evening attendance),0,4,120,120.7,0,5,6,5,11,0,Graduate
single,0,0,18,0,3,1,0,0,1,1,15.5,2.8,-4.06,1,Basic Education,1,4,153,153.7,0,6,8,6,13.142857142857142,0,Graduate
single,0,0,19,0,1,1,0,0,1,1,16.2,0.3,-0.92,1,Social Service,1,4,131,121.9,0,6,8,6,13.75,0,Graduate
single,1,0,18,0,2,3,0,0,1,1,8.9,1.4,3.51,4,Advertising and Marketing Management,1,4,126,119.4,0,6,6,6,14,0,Graduate
married,0,0,44,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Social Service (evening attendance),0,3,110,157.8,5,8,13,8,13.75,0,Graduate
single,0,0,27,0,5,4,0,0,1,0,12.4,0.5,1.79,1,Management (evening attendance),0,4,150,154,0,5,5,0,0,0,Dropout
single,1,0,18,0,4,3,0,0,1,1,8.9,1.4,3.51,2,Advertising and Marketing Management,1,4,131,135.9,0,6,6,6,13.166666666666666,0,Graduate
married,0,0,45,0,-1,-1,0,0,1,0,9.4,-0.8,-3.12,1,Social Service (evening attendance),0,4,130,130,10,12,12,9,12.444444444444445,3,Dropout
single,1,0,20,0,2,1,0,0,1,0,7.6,2.6,0.32,4,Basic Education,1,4,122,118.9,0,6,7,6,12.666666666666666,0,Graduate
married,0,0,40,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Social Service (evening attendance),0,4,151,152.4,0,6,7,6,11.333333333333334,0,Graduate
single,0,0,18,0,5,5,0,0,1,0,13.9,-0.3,0.79,1,Nursing,1,4,136,100,0,7,8,7,13.6125,0,Graduate
single,1,0,21,0,5,3,0,0,1,0,12.7,3.7,-1.7,6,Nursing,1,4,140,129,0,8,8,7,12.414285714285716,0,Graduate
single,1,0,20,0,5,4,0,0,1,0,9.4,-0.8,-3.12,2,Animation and Multimedia Design,1,4,131,148.9,0,0,0,0,0,0,Graduate
married,0,0,27,0,3,3,0,0,1,0,9.4,-0.8,-3.12,1,Social Service (evening attendance),0,5,170,170,0,5,5,0,0,0,Dropout
married,0,0,32,1,2,2,0,0,1,0,12.7,3.7,-1.7,1,Oral Hygiene,1,4,100,130,0,7,10,7,11,0,Graduate
single,1,0,18,0,4,4,0,0,1,1,8.9,1.4,3.51,1,Social Service,1,4,116,119.2,0,6,6,6,14,0,Graduate
single,0,0,37,0,1,1,0,0,1,0,16.2,0.3,-0.92,1,Social Service (evening attendance),0,4,133.1,129,0,6,13,4,12,0,Dropout
single,1,0,19,0,5,4,0,0,1,0,10.8,1.4,1.74,1,Journalism and Communication,1,4,136,132.5,0,6,7,6,12.5,0,Graduate
divorced,0,0,41,0,1,2,0,0,1,1,10.8,1.4,1.74,2,Social Service (evening attendance),0,4,160,115,0,6,8,6,11.333333333333334,0,Graduate
married,0,0,18,0,4,1,0,0,1,1,7.6,2.6,0.32,4,Nursing,1,4,140,128,0,7,7,6,14.066666666666668,0,Graduate
single,0,0,21,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Veterinary Nursing,1,4,130,125.1,2,9,14,8,13.555555555555555,0,Graduate
single,1,0,23,0,4,3,0,1,0,0,12.4,0.5,1.79,1,Agronomy,1,4,140,140,0,6,13,5,11.6,0,Dropout
single,1,0,18,0,4,4,0,0,1,0,13.9,-0.3,0.79,2,Journalism and Communication,1,4,123,120.9,0,6,0,0,0,0,Dropout
single,1,0,18,0,3,3,0,0,1,0,9.4,-0.8,-3.12,6,Nursing,1,4,143,135.3,0,8,8,8,13.27625,0,Graduate
single,0,0,21,0,-1,-1,0,0,1,0,7.6,2.6,0.32,4,Veterinary Nursing,1,4,133.1,125.2,0,6,0,0,0,0,Dropout
single,1,0,19,0,4,3,0,0,1,0,7.6,2.6,0.32,2,Social Service,1,4,136,135.7,0,6,8,6,14.375,0,Graduate
legally_separated,0,0,47,0,1,1,0,0,1,0,9.4,-0.8,-3.12,2,Management,1,4,133.1,110,0,5,0,0,0,0,Dropout
married,0,0,39,0,1,1,0,0,1,0,16.2,0.3,-0.92,1,Social Service (evening attendance),0,5,110,110,9,13,19,12,13.416666666666666,0,Graduate
single,1,0,19,0,2,2,0,0,1,0,11.1,0.6,2.02,1,Nursing,1,4,118,115.2,0,7,9,6,12.97166666666667,0,Graduate
single,0,0,38,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Management (evening attendance),0,5,110,112.9,14,15,16,14,10.928571428571429,0,Dropout
facto_union,0,0,27,0,3,4,0,1,0,0,8.9,1.4,3.51,1,Agronomy,1,3,133.1,119.4,0,6,6,0,0,0,Dropout
single,1,0,18,0,3,3,0,0,1,1,12.4,0.5,1.79,1,Animation and Multimedia Design,1,4,162,152.9,0,0,0,0,0,0,Graduate
married,0,0,48,0,1,1,0,0,1,0,15.5,2.8,-4.06,1,Social Service,1,3,133.1,98.5,0,6,14,6,11.333333333333334,0,Dropout
single,0,0,25,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Advertising and Marketing Management,1,4,150,108,0,5,6,1,11,0,Dropout
married,0,0,32,0,3,1,0,0,1,1,12.7,3.7,-1.7,1,Nursing,1,4,133.1,120,0,8,9,7,12.757142857142856,0,Graduate
single,0,0,18,0,1,1,0,0,1,1,16.2,0.3,-0.92,1,Journalism and Communication,1,4,154,150.2,0,6,6,6,14.5,0,Graduate
single,0,0,20,0,4,5,0,1,1,0,12.4,0.5,1.79,1,Social Service (evening attendance),0,4,140,139.2,3,6,6,6,13.833333333333334,0,Graduate
single,1,0,20,0,3,1,0,0,1,0,7.6,2.6,0.32,1,Management,1,4,158,130,0,5,8,4,11.25,0,Graduate
single,1,0,20,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Animation and Multimedia Design,1,4,122,115.7,0,0,0,0,0,0,Dropout
single,1,0,39,0,1,-1,0,0,1,0,7.6,2.6,0.32,1,Management (evening attendance),0,4,133.1,118.1,0,5,9,0,0,0,Dropout
single,1,0,29,0,-1,-1,0,1,1,0,10.8,1.4,1.74,1,Equinculture,1,4,132,119.1,0,5,10,1,13,4,Dropout
single,0,0,36,0,1,1,0,1,1,0,12.7,3.7,-1.7,1,Management (evening attendance),0,4,130,111.9,0,5,5,0,0,0,Dropout
single,1,0,18,0,3,3,0,0,1,0,12.7,3.7,-1.7,6,Nursing,1,4,144,130.5,0,8,12,7,11.971428571428572,0,Graduate
married,0,0,51,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Social Service (evening attendance),0,3,133.1,135,0,6,12,0,0,0,Dropout
single,0,0,23,1,-1,-1,0,1,1,0,7.6,2.6,0.32,1,Journalism and Communication,1,4,133.1,130,0,6,11,1,16,0,Dropout
single,1,0,21,0,4,3,0,0,1,0,10.8,1.4,1.74,1,Veterinary Nursing,1,4,150,150,0,6,0,0,0,0,Dropout
single,1,0,28,0,-1,-1,0,0,0,0,9.4,-0.8,-3.12,5,Basic Education,1,4,150,150.2,0,6,9,4,12.75,1,Dropout
single,0,0,41,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Social Service (evening attendance),0,4,100,107.5,0,2,2,0,0,0,Dropout
divorced,0,0,43,0,1,1,0,0,1,1,9.4,-0.8,-3.12,1,Social Service (evening attendance),0,5,100,130,0,6,7,5,12.2,0,Graduate
single,0,0,19,0,5,4,0,0,1,1,8.9,1.4,3.51,1,Animation and Multimedia Design,1,4,145,160.1,6,12,12,12,14.5,0,Graduate
single,0,0,26,0,3,3,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,4,130,140,6,12,13,6,13,0,Graduate
single,1,0,18,0,6,5,0,0,1,0,12.4,0.5,1.79,4,Nursing,1,4,118,110.7,0,7,7,7,11.714285714285714,0,Graduate
married,0,0,45,0,1,3,0,0,1,0,11.1,0.6,2.02,1,Basic Education,1,4,133.1,138.3,0,7,12,4,10.25,0,Dropout
single,0,0,19,0,5,1,0,0,1,0,12.4,0.5,1.79,1,Basic Education,1,4,150,150,0,6,0,0,0,0,Dropout
single,0,0,20,0,6,4,0,0,1,0,11.1,0.6,2.02,6,Advertising and Marketing Management,1,4,113,112.3,0,6,9,6,12.375,0,Graduate
single,0,0,18,0,4,3,0,0,1,0,7.6,2.6,0.32,6,Basic Education,1,4,136,122,0,6,6,6,12.666666666666666,0,Graduate
single,1,0,27,0,5,5,0,0,1,0,12.4,0.5,1.79,1,Veterinary Nursing,1,4,140,141.7,0,6,13,3,10.5,0,Dropout
married,0,0,20,0,3,2,0,0,1,0,13.9,-0.3,0.79,1,Agronomy,1,4,131,118.4,0,6,11,6,14.125,0,Graduate
single,1,0,18,0,4,4,0,0,1,0,8.9,1.4,3.51,3,Veterinary Nursing,1,4,138,128.7,0,6,7,6,14.666666666666666,0,Graduate
single,0,0,26,0,1,1,1,0,1,0,16.2,0.3,-0.92,1,Animation and Multimedia Design,1,4,140,100.8,0,0,0,0,0,0,Dropout
divorced,1,0,39,0,1,1,0,0,1,1,12.7,3.7,-1.7,1,Social Service,1,4,120,125.5,0,6,7,6,14,0,Graduate
single,1,0,18,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Animation and Multimedia Design,1,4,139,124,0,0,0,0,0,0,Graduate
single,0,0,36,0,1,1,0,0,1,0,16.2,0.3,-0.92,1,Nursing,1,5,130,130,0,7,7,0,0,7,Dropout
married,0,0,38,0,1,1,0,0,1,0,13.9,-0.3,0.79,1,Social Service (evening attendance),0,5,110,160.5,8,11,11,11,12.636363636363637,0,Graduate
married,0,0,45,0,1,3,0,0,1,0,7.6,2.6,0.32,1,Basic Education,1,3,133.1,100,0,6,11,3,12.333333333333334,0,Dropout
facto_union,0,0,62,0,5,5,0,0,1,0,10.8,1.4,1.74,1,Tourism,1,4,133.1,103,0,6,7,6,15,0,Graduate
single,1,0,20,0,4,4,0,0,1,1,10.8,1.4,1.74,1,Advertising and Marketing Management,1,4,133.1,103,0,6,8,4,11.75,0,Graduate
single,1,0,18,0,3,1,0,0,1,0,10.8,1.4,1.74,1,Nursing,1,4,139,131.5,0,8,8,7,14.13714285714286,0,Graduate
single,0,0,18,0,4,4,0,0,1,0,9.4,-0.8,-3.12,3,Communication Design,1,4,134,121.4,0,6,6,2,12,0,Dropout
married,0,0,23,0,4,5,0,0,1,0,9.4,-0.8,-3.12,1,Management (evening attendance),0,5,160,137.3,0,5,5,5,10.8,0,Graduate
single,1,0,19,0,3,3,0,1,1,1,13.9,-0.3,0.79,1,Communication Design,1,4,124,138.4,1,6,8,6,13.285714285714286,1,Dropout
single,1,0,19,0,4,5,0,1,1,1,8.9,1.4,3.51,1,Management,1,4,137,131.1,0,5,7,5,13.6,0,Graduate
single,0,0,18,0,5,5,0,0,1,0,13.9,-0.3,0.79,1,Nursing,1,4,157,100,0,7,8,7,13.55,0,Graduate
single,0,0,41,0,0,1,0,0,1,0,7.6,2.6,0.32,2,Social Service (evening attendance),0,4,100,100,0,6,10,4,13.5,0,Graduate
single,0,0,51,0,3,5,0,0,1,1,12.4,0.5,1.79,1,Advertising and Marketing Management,1,4,130,159,0,6,8,5,11.6,0,Graduate
single,1,0,24,0,3,3,0,0,1,0,16.2,0.3,-0.92,2,Social Service,1,4,133.1,120.6,6,10,16,10,12.5,0,Graduate
single,0,0,25,0,3,4,0,0,1,0,16.2,0.3,-0.92,1,Management (evening attendance),0,5,120,134,0,5,14,1,11,0,Dropout
single,1,0,20,0,1,1,0,0,1,0,7.6,2.6,0.32,6,Management,1,4,128,116.5,0,5,8,4,11.6,0,Graduate
single,1,0,19,0,4,3,1,0,1,0,13.9,-0.3,0.79,1,Animation and Multimedia Design,1,4,124,113.9,0,0,0,0,0,0,Dropout
facto_union,0,0,41,0,5,5,0,0,1,0,16.2,0.3,-0.92,1,Management (evening attendance),0,5,130,130,5,10,14,10,14.636363636363637,0,Graduate
single,1,0,19,0,4,3,0,0,1,1,8.9,1.4,3.51,2,Tourism,1,4,132,129.9,0,6,8,6,13,0,Graduate
single,0,0,28,0,4,5,0,0,1,0,16.2,0.3,-0.92,1,Basic Education,1,3,133.1,133.7,14,18,23,14,12.785714285714286,2,Dropout
single,1,0,21,0,7,5,0,0,1,0,12.4,0.5,1.79,3,Communication Design,1,4,129,124.8,0,6,6,6,14.5,0,Graduate
single,1,0,22,0,5,5,0,0,0,0,9.4,-0.8,-3.12,1,Veterinary Nursing,1,4,135,133.6,0,5,12,4,14.6,3,Dropout
single,1,0,18,0,1,3,0,0,0,0,10.8,1.4,1.74,4,Journalism and Communication,1,4,138,133.5,0,6,7,6,12.5,0,Graduate
single,1,0,19,0,3,1,0,0,1,1,10.8,1.4,1.74,1,Communication Design,1,4,135,128,0,6,6,6,14,0,Graduate
single,1,0,19,0,5,3,0,0,1,1,11.1,0.6,2.02,6,Nursing,1,4,131,127.2,0,7,7,7,13.801428571428572,0,Graduate
single,0,0,25,0,3,3,0,1,0,0,10.8,1.4,1.74,1,Basic Education,1,5,150,150,1,6,7,6,14.428571428571429,0,Graduate
single,1,0,18,0,4,3,0,0,1,1,7.6,2.6,0.32,4,Nursing,1,-1,133,127.8,0,7,7,6,14.35,0,Graduate
single,1,0,19,0,1,3,0,0,1,0,12.7,3.7,-1.7,1,Communication Design,1,4,135,125.2,0,6,6,6,14.333333333333334,0,Graduate
married,0,0,46,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Social Service (evening attendance),0,3,100,100,0,6,9,6,13.333333333333334,0,Graduate
single,1,0,19,0,5,5,0,0,0,0,8.9,1.4,3.51,1,Animation and Multimedia Design,1,4,158,151.4,6,12,12,12,13,0,Graduate
single,1,0,18,0,3,3,0,0,1,1,13.9,-0.3,0.79,1,Equinculture,1,4,172,163.3,0,6,8,6,14.5,0,Graduate
single,1,0,19,0,1,1,0,0,1,1,10.8,1.4,1.74,1,Nursing,1,4,123,118,0,8,8,7,11.82,0,Graduate
single,1,0,20,0,5,5,0,0,1,0,16.2,0.3,-0.92,2,Journalism and Communication,1,4,144,140.2,0,6,0,0,0,0,Dropout
married,0,0,38,0,1,1,0,0,1,1,9.4,-0.8,-3.12,1,Social Service (evening attendance),0,4,140,128.5,0,6,6,5,12.4,0,Graduate
single,1,0,18,0,4,2,0,0,1,0,13.9,-0.3,0.79,1,Journalism and Communication,1,4,136,131.5,0,6,7,6,12.571428571428571,0,Graduate
single,1,0,18,0,4,4,0,0,1,1,13.9,-0.3,0.79,5,Nursing,1,4,137,132.6,0,7,7,7,13.857142857142858,0,Graduate
single,1,0,18,0,3,4,0,0,1,0,13.9,-0.3,0.79,1,Social Service,1,4,128,122.1,0,6,9,5,11.833333333333334,0,Graduate
single,1,0,19,0,5,3,0,0,1,0,12.4,0.5,1.79,1,Equinculture,1,4,130,133,0,6,6,6,14.666666666666666,0,Graduate
divorced,0,0,37,0,3,3,0,0,0,0,10.8,1.4,1.74,1,Social Service (evening attendance),0,4,138,127,0,4,4,0,0,0,Dropout
single,1,0,19,0,6,4,0,0,1,0,15.5,2.8,-4.06,2,Nursing,1,4,139,136.4,0,7,9,7,13.422222222222224,0,Graduate
single,1,0,19,0,5,4,0,0,1,1,13.9,-0.3,0.79,3,Journalism and Communication,1,4,136,129,0,6,7,6,14,0,Dropout
single,1,0,19,0,3,3,0,0,1,1,16.2,0.3,-0.92,3,Oral Hygiene,1,4,126,119,0,7,8,7,12.142857142857142,0,Dropout
single,1,0,18,0,1,2,0,1,1,1,11.1,0.6,2.02,1,Management,1,4,135,128,0,5,5,5,12.8,0,Graduate
single,1,0,18,0,3,2,0,0,1,1,12.4,0.5,1.79,4,Nursing,1,4,122,117.1,0,7,7,7,14.572857142857142,0,Graduate
single,0,0,18,0,4,3,0,0,1,0,8.9,1.4,3.51,4,Management,1,4,137,136.3,0,5,9,4,11.25,0,Graduate
single,1,0,18,0,5,3,0,0,1,0,8.9,1.4,3.51,1,Equinculture,1,4,137,130.7,0,6,8,5,14.4,0,Dropout
single,1,0,20,0,4,3,0,0,1,0,12.4,0.5,1.79,4,Nursing,1,4,125,115.2,0,7,7,7,12.982857142857142,0,Graduate
single,1,0,20,0,5,5,0,0,1,0,15.5,2.8,-4.06,1,Veterinary Nursing,1,4,141,130.2,0,6,14,6,15.75,0,Graduate
single,0,0,18,0,5,5,0,0,1,0,12.4,0.5,1.79,1,Veterinary Nursing,1,4,132,128.5,0,6,11,5,12.285714285714286,0,Dropout
single,1,0,20,0,1,1,0,0,1,0,12.4,0.5,1.79,1,Nursing,1,4,133.1,95,0,7,7,6,13.755,0,Graduate
single,1,0,18,0,4,4,0,0,1,1,8.9,1.4,3.51,1,Advertising and Marketing Management,1,4,132,119.4,0,6,7,6,13.833333333333334,0,Graduate
single,1,0,19,0,4,1,0,0,1,0,12.7,3.7,-1.7,6,Nursing,1,4,142,123.5,0,7,0,0,0,0,Dropout
single,1,0,18,0,2,4,0,0,1,0,15.5,2.8,-4.06,4,Nursing,1,4,136,133.9,0,7,9,7,14.711111111111112,0,Graduate
single,1,0,20,0,4,3,0,0,1,0,8.9,1.4,3.51,1,Veterinary Nursing,1,4,150,145.2,7,11,13,11,14.615384615384617,0,Graduate
single,0,0,18,0,5,5,0,0,1,0,11.1,0.6,2.02,1,Nursing,1,4,130,118.8,0,7,7,7,13.677142857142858,0,Graduate
single,1,0,19,0,1,1,0,0,1,1,9.4,-0.8,-3.12,2,Veterinary Nursing,1,4,136,123.4,0,5,8,5,13.166666666666666,2,Graduate
single,1,0,19,0,5,5,0,0,1,0,15.5,2.8,-4.06,6,Social Service,1,4,138,123,0,6,11,5,10.8,0,Graduate
single,0,0,19,0,3,4,0,0,1,0,7.6,2.6,0.32,1,Equinculture,1,4,131,118.4,0,5,8,3,12,0,Graduate
single,0,0,18,0,5,4,0,0,1,0,11.1,0.6,2.02,1,Nursing,1,4,147,131.6,0,7,8,6,13.958333333333334,0,Graduate
single,1,0,19,0,2,3,0,0,1,0,12.7,3.7,-1.7,1,Basic Education,1,4,140,122.3,0,6,9,4,13,0,Dropout
single,1,0,24,0,2,3,0,0,1,1,11.1,0.6,2.02,2,Animation and Multimedia Design,1,4,152,151.7,0,0,0,0,0,0,Graduate
single,1,0,18,0,3,1,0,0,1,1,12.4,0.5,1.79,1,Animation and Multimedia Design,1,4,169,176,0,0,0,0,0,0,Graduate
single,1,0,18,0,4,4,0,0,1,1,12.7,3.7,-1.7,6,Nursing,1,4,149,133,0,8,8,7,14,0,Graduate
single,1,0,19,0,4,4,0,0,1,0,11.1,0.6,2.02,4,Journalism and Communication,1,4,122,119.6,0,6,6,4,12,0,Dropout
single,0,0,35,0,1,1,0,0,1,1,8.9,1.4,3.51,1,Social Service (evening attendance),0,4,130,134,2,8,8,8,13.625,0,Graduate
single,1,0,19,0,1,1,0,0,1,0,7.6,2.6,0.32,6,Management,1,4,145,132,0,5,7,4,12.5,0,Graduate
single,0,0,28,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Basic Education,1,5,130,130,14,15,25,14,12.428571428571429,1,Dropout
single,0,0,21,0,2,5,0,0,1,0,13.9,-0.3,0.79,1,Nursing,1,4,157,141.4,3,7,8,7,13.3875,0,Graduate
single,1,0,19,0,3,4,0,0,1,1,11.1,0.6,2.02,2,Nursing,1,4,135,128.9,0,7,8,6,12.648333333333332,0,Graduate
single,1,0,19,0,5,2,0,0,1,0,8.9,1.4,3.51,2,Social Service,1,4,123,118.1,0,6,6,6,14,0,Graduate
single,0,0,18,0,5,6,0,0,1,0,9.4,-0.8,-3.12,1,Veterinary Nursing,1,4,139,130.6,0,5,12,5,12.8,2,Graduate
single,1,0,18,0,3,4,0,0,1,0,7.6,2.6,0.32,1,Tourism,1,4,136,122,0,6,8,6,11.333333333333334,0,Graduate
single,1,0,19,0,5,5,0,0,0,0,12.7,3.7,-1.7,2,Nursing,1,4,135,123,0,7,0,0,0,0,Dropout
single,1,0,20,0,4,4,0,0,1,1,8.9,1.4,3.51,1,Advertising and Marketing Management,1,4,126,126.7,0,6,6,6,14.166666666666666,0,Graduate
single,1,0,18,0,2,3,0,0,1,0,8.9,1.4,3.51,1,Journalism and Communication,1,4,122,126.6,0,6,6,6,12.833333333333334,0,Graduate
single,0,0,19,0,2,2,0,1,0,0,16.2,0.3,-0.92,1,Basic Education,1,4,125,125.4,0,7,11,4,12,0,Dropout
single,1,0,20,0,4,3,0,0,1,1,12.4,0.5,1.79,3,Journalism and Communication,1,4,134,136.1,0,6,6,6,13,0,Dropout
single,1,0,18,0,4,1,0,0,0,0,8.9,1.4,3.51,4,Advertising and Marketing Management,1,4,110,111.1,0,6,6,6,12.333333333333334,0,Graduate
single,0,0,21,0,5,5,0,0,1,1,13.9,-0.3,0.79,1,Communication Design,1,4,131,135.9,1,6,8,6,12.571428571428571,1,Graduate
single,1,0,19,0,4,1,0,0,1,1,12.4,0.5,1.79,5,Tourism,1,4,122,119.6,0,6,6,6,12.333333333333334,0,Graduate
single,1,0,19,0,4,4,0,0,1,0,9.4,-0.8,-3.12,2,Basic Education,1,4,123,116.7,0,6,8,5,13,0,Graduate
single,1,0,18,0,1,1,0,0,1,0,10.8,1.4,1.74,4,Journalism and Communication,1,4,137,134.2,0,6,6,6,13.166666666666666,0,Dropout
single,0,0,18,0,4,3,0,0,1,1,12.7,3.7,-1.7,1,Management,1,4,130,123,0,5,7,5,13.333333333333334,0,Graduate
single,1,0,18,0,2,1,0,0,1,0,10.8,1.4,1.74,2,Veterinary Nursing,1,4,127,123.9,0,5,9,4,13,0,Graduate
married,0,0,31,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Oral Hygiene,1,4,160,120,0,7,21,5,10.9,3,Dropout
single,1,0,20,0,1,1,0,0,1,1,13.9,-0.3,0.79,1,Veterinary Nursing,1,4,138,123,0,6,7,6,15.857142857142858,0,Graduate
single,0,0,19,0,2,3,0,0,1,1,7.6,2.6,0.32,1,Veterinary Nursing,1,4,137,122.3,0,5,5,5,12.6,0,Dropout
single,0,0,19,0,2,2,0,0,1,1,16.2,0.3,-0.92,1,Social Service,1,4,127,122.8,0,6,8,6,14,0,Graduate
facto_union,0,0,27,0,3,2,0,0,0,0,10.8,1.4,1.74,1,Equinculture,1,5,160,160,1,5,8,3,14.666666666666666,2,Dropout
